account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,charge_per_min,high_service_user,day_night_ratio,Actual_Churn,Churn_Probability,Predicted_Churn,Net_Impact_KES
70,510,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,0.16999691235499098,0,3.0965715066247776,1,1.0,1,60
112,415,1,1,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,0.16998652089261643,0,1.3255244523856795,0,1.0,1,-100
58,415,0,1,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,0.17000729886025492,0,0.6745956592553313,0,0.17578125,0,0
105,415,0,0,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,0.17000295828813722,0,0.39118861155048035,0,0.46153846153846156,0,0
137,510,0,0,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,0.16996127980436113,0,0.8522957558913786,0,0.46153846153846156,0,0
110,408,0,0,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0.16999685689910649,0,1.036730133606443,0,0.46153846153846156,0,0
147,408,1,1,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,0.17002095105072695,0,0.6938020351526365,1,1.0,1,60
143,510,0,0,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0.16998610467809172,0,0.8465862053941006,0,0.46153846153846156,0,0
126,415,0,0,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,0.16997538106961396,0,0.9973355624053081,0,0.46153846153846156,0,0
23,510,0,1,31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,0.16997637443330568,0,0.5315501849903261,0,0.17578125,0,0
131,415,0,0,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,0.1700108587885369,0,1.468691491574787,0,0.46153846153846156,0,0
115,415,0,0,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,0.17001981862951174,0,0.809785516268664,0,0.46153846153846156,0,0
56,415,0,1,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,0.1700102273621273,0,0.6531010739427573,0,0.17578125,0,0
72,408,0,1,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,0.1700247818123047,0,0.5553228412422955,0,0.17578125,0,0
59,408,0,1,28,120.9,97,20.55,213.0,92,18.11,163.1,116,7.34,8.5,5,2.3,2,0.1699611281118187,0,0.7412175832260439,0,0.17578125,0,0
79,415,0,0,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,0.1699735821482772,0,0.7952259621831836,0,0.46153846153846156,0,0
136,415,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,0.16997721913592584,0,1.6568439176213496,1,0.46153846153846156,0,-400
140,415,0,0,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,0.1700205594666999,0,0.6873367307609952,0,0.46153846153846156,0,0
133,510,1,0,0,127.3,108,21.64,251.3,81,21.36,135.0,88,6.08,10.3,3,2.78,1,0.1699787919252219,0,0.9428931190282202,0,1.0,1,-100
52,415,0,1,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,0.17000999154561527,0,0.44953526139387034,0,0.17578125,0,0
59,415,0,0,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12.0,4,3.24,1,0.16998678478782242,0,0.95151599832332,0,0.46153846153846156,0,0
141,510,0,1,22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,0.17000139269300402,0,1.341972462774905,0,0.17578125,0,0
91,415,0,0,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,0.17001732192535826,0,1.457424833601102,0,0.46153846153846156,0,0
86,415,0,0,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,0.16997895721299974,1,0.9269561447872264,1,1.0,1,60
106,415,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0.16997739406473958,1,1.0838850946248892,0,0.46153846153846156,0,0
115,415,1,0,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,0.1699905560802178,0,0.8290728202293769,0,1.0,1,-100
105,415,0,0,0,273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2,0.17000839998539133,0,1.0174278176210472,1,0.46153846153846156,0,-400
58,408,0,1,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,0.16997782077296966,0,1.0066030117334095,0,0.17578125,0,0
107,415,0,0,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0.16997728480982072,0,1.3857075882392338,0,0.46153846153846156,0,0
66,415,0,1,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,1,2.16,2,0.17000130770236693,0,0.9908859228543044,0,0.17578125,0,0
67,415,1,1,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,0.170007177958147,0,0.83722435393648,1,1.0,1,60
27,408,0,0,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0.16995521123350682,0,0.36840462066812363,0,0.46153846153846156,0,0
83,510,0,0,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,0.1700022656899026,0,0.6696676951089982,0,0.46153846153846156,0,0
110,408,0,0,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,0.16998950682056663,0,1.0417336505690953,0,0.46153846153846156,0,0
105,415,0,1,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,0.16996624395584345,1,0.3412098004420784,1,0.17578125,0,-400
117,510,0,0,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,0.1700013991884707,0,1.4417322305157692,0,0.46153846153846156,0,0
92,415,0,1,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,0.1699865878495852,0,1.5495342929720577,1,0.17578125,0,-400
65,415,1,0,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,0.1699830880500882,0,1.0817017632633996,1,0.5076923076923077,0,-400
129,408,0,0,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0.16998326204203087,0,0.7178140714698946,0,0.46153846153846156,0,0
65,415,0,0,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,0.16999529285185935,0,0.9945823021871446,0,0.46153846153846156,0,0
90,415,0,1,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0.1699860327970617,0,0.9015437712793247,0,0.17578125,0,0
85,510,1,0,0,216.0,73,36.72,188.2,117,16.0,147.1,98,6.62,3.6,7,0.97,2,0.16999212999398175,0,1.4682890354156755,0,1.0,1,-100
128,415,0,1,25,265.1,110,45.07,197.4,99,16.78,244.7,91,11.01,10.0,3,2.7,1,0.17000490362491041,0,1.0833231171590865,0,0.17578125,0,0
65,415,0,0,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,0.16998468606431852,0,0.5494777486263056,0,0.0845771144278607,0,0
85,415,0,1,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,0.16997441394094462,0,0.874191403179977,0,0.17578125,0,0
105,408,0,0,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,0.169984093547139,0,1.5102915395104215,0,0.46153846153846156,0,0
1,408,0,0,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,0.16996746761029624,0,0.7600537937616589,0,0.46153846153846156,0,0
132,415,0,0,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,0.17001162731914465,1,1.1155603180869664,1,0.46153846153846156,0,-400
112,510,0,0,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,0.1700059877481461,0,1.1690269775456357,0,0.46153846153846156,0,0
70,415,0,1,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0.16996267174966243,0,0.4981995172331923,0,0.17578125,0,0
61,415,1,1,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,0.16995554168941582,0,0.5109401777529791,0,1.0,1,-100
144,510,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0.17001621541938972,0,1.047295558643405,0,0.5076923076923077,0,0
89,415,0,0,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,0.17003686738911852,0,0.39758340366931727,0,0.46153846153846156,0,0
81,415,0,1,33,161.6,117,27.47,123.0,90,10.46,261.3,101,11.76,12.2,5,3.29,1,0.1699771053771425,0,0.6184225632390646,0,0.17578125,0,0
101,415,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0.16998209186389818,0,0.8266976111400104,0,0.46153846153846156,0,0
83,415,0,0,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,13,2.97,0,0.16999128249833342,0,1.079674436631416,0,0.0845771144278607,0,0
157,415,1,0,0,180.4,123,30.67,194.0,98,16.49,227.3,88,10.23,8.4,5,2.27,0,0.17000166287899784,0,0.7936298447054683,0,1.0,1,-100
151,415,0,1,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,0.1700167930385222,0,0.8858933321311032,0,0.17578125,0,0
107,510,1,0,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,0.1700055529451967,0,0.8286432338678277,0,1.0,1,-100
123,415,0,0,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,0.1699945614171393,0,0.6486568217327755,0,0.46153846153846156,0,0
145,408,0,1,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,0.16999728376857712,0,0.8981910703704995,0,0.17578125,0,0
70,415,0,0,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,0.17001505137098358,0,1.0065213095316514,0,0.46153846153846156,0,0
124,415,0,1,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,0.17000119326995744,0,0.9979754674288437,0,0.17578125,0,0
77,510,0,1,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,0.16996541829151646,1,0.6549081971953159,1,0.17578125,0,-400
151,510,0,0,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,0.1700019180359312,1,0.7991415870420522,0,0.46153846153846156,0,0
117,415,0,0,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,0.17001362478526152,0,0.8241785069088424,0,0.46153846153846156,0,0
174,510,0,0,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,0.170014012143858,0,0.7435824571374444,0,0.46153846153846156,0,0
111,415,0,0,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,0.16997434858917243,1,1.2016656751933372,0,0.46153846153846156,0,0
12,408,0,0,0,249.6,118,42.43,252.4,119,21.45,280.2,90,12.61,11.8,3,3.19,1,0.16998517687592646,0,0.8907605010527819,1,0.46153846153846156,0,-400
70,408,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0.1700056007927276,0,1.1535211967596044,0,0.46153846153846156,0,0
103,415,0,1,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,0.17000161803570465,0,1.2602814220651215,0,0.17578125,0,0
172,415,0,0,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,0.16999669359028863,0,0.7016671638328196,0,0.46153846153846156,0,0
55,408,1,0,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,0.16999230804036017,0,0.9387876470838112,0,1.0,1,-100
51,510,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0.1700107071365393,0,0.7579125648353976,0,0.46153846153846156,0,0
52,510,0,1,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,0.16998405292067806,0,0.9842451020289519,0,0.17578125,0,0
75,510,0,1,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0.16997738524540065,0,0.4730921604349209,0,0.17578125,0,0
107,415,0,1,14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,0.1699763800192459,0,0.5870268604591444,0,0.17578125,0,0
100,415,0,0,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,0.16997617156473394,1,0.39822853326772345,1,0.46153846153846156,0,-400
116,408,0,0,0,133.3,94,22.66,247.8,126,21.06,219.0,78,9.86,11.3,5,3.05,5,0.16997974645562974,1,0.6086480069403224,1,0.46153846153846156,0,-400
65,415,0,0,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,0.16999715111310085,1,0.861168553503207,1,0.46153846153846156,0,-400
133,510,0,0,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,0.17000131920320125,0,1.9893272679555594,0,0.46153846153846156,0,0
88,415,0,1,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0.17001503348366817,0,1.1656311401412565,0,0.17578125,0,0
59,510,0,0,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,0.16998376525765138,0,1.3497281064848632,0,0.46153846153846156,0,0
124,510,0,0,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,0.17002095105072695,0,0.8143322475570033,0,0.46153846153846156,0,0
59,510,0,1,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,0.17000976635865075,0,1.0113213281665527,0,0.17578125,0,0
95,510,0,0,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,0.16998283643760725,0,1.2268933780516342,0,0.46153846153846156,0,0
56,510,0,0,0,164.3,92,27.93,233.7,107,19.86,187.3,104,8.43,11.8,1,3.19,2,0.1699835676465218,0,0.8771555175911591,0,0.46153846153846156,0,0
123,510,0,0,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,0.16999123756507395,0,1.3259517462921195,0,0.46153846153846156,0,0
137,408,1,0,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,0.1699934111080966,0,1.4895213902199644,1,1.0,1,60
180,415,0,0,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,0.17002299491324646,0,0.8204219312789435,0,0.46153846153846156,0,0
90,415,0,0,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,0.1700166238476651,0,0.8158316550902142,0,0.46153846153846156,0,0
164,510,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0.16997696282921365,0,0.8583186360964139,0,0.46153846153846156,0,0
67,510,0,0,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,0.17002163792538194,0,0.822501483199396,0,0.46153846153846156,0,0
101,510,0,0,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,0.0,0,0.0,0,0.46153846153846156,0,0
103,510,1,0,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,0.16998163416826229,0,0.8283966203748666,1,1.0,1,60
96,415,0,0,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,0.1699830269762739,0,1.088400613183444,1,0.46153846153846156,0,-400
110,415,0,0,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0.1700184863593076,0,0.8221638800607988,0,0.46153846153846156,0,0
64,415,0,0,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0.17001023086161646,0,1.0153109615645184,0,0.46153846153846156,0,0
101,415,0,0,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,0.1699974046197768,0,1.25904486251809,1,0.0845771144278607,0,-400
158,510,0,0,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,0.16997328179182536,0,0.9340980298444055,0,0.46153846153846156,0,0
110,415,0,0,0,271.1,108,46.09,237.0,122,20.15,239.9,122,10.8,9.8,5,2.65,2,0.17000479510161928,0,1.13000708599058,1,0.46153846153846156,0,-400
121,510,0,1,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,0.1700017604600669,0,0.7759209507763764,0,0.17578125,0,0
129,408,0,0,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,0.1699917878363364,0,0.8445187874831709,0,0.46153846153846156,0,0
91,408,0,0,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,0.1699947647894698,0,0.47663184913193823,0,0.46153846153846156,0,0
75,408,0,0,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0.17002237136465323,0,1.0925116658025331,0,0.46153846153846156,0,0
107,415,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0.16997167138810199,0,0.22917382834880257,0,0.17578125,0,0
68,415,0,0,0,148.8,70,25.3,246.5,164,20.95,129.8,103,5.84,12.1,3,3.27,3,0.17001545595054096,0,1.1462907326091982,0,0.46153846153846156,0,0
88,415,0,0,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0.16997181148311163,0,0.8445762499477882,0,0.46153846153846156,0,0
100,415,0,1,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8.0,4,2.16,0,0.1699968427224753,0,1.1504332935498938,0,0.17578125,0,0
64,415,0,0,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,0.16994136405719573,0,0.5142585048410138,0,0.46153846153846156,0,0
79,510,0,1,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,0.16998978472248497,1,1.5241335563116314,0,0.17578125,0,0
130,415,0,0,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,0.17001360768628096,0,1.7028298574538305,0,0.46153846153846156,0,0
107,415,0,0,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0.17001266745998234,0,2.0083262662863315,0,0.46153846153846156,0,0
139,510,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0.16997652433221244,0,0.6080012345202732,0,0.17578125,0,0
114,510,0,0,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,0.17001211738053845,0,1.0989520004632045,0,0.46153846153846156,0,0
132,415,0,1,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,0.17001891009111228,0,1.0097795266477634,0,0.17578125,0,0
84,510,0,0,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,0.17000147485374367,0,0.9517570539516168,0,0.46153846153846156,0,0
63,415,0,0,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,0.16999388511204633,1,1.240462272990942,1,0.46153846153846156,0,-400
54,408,0,0,0,159.8,99,27.17,264.0,64,22.44,115.7,70,5.21,9.7,7,2.62,2,0.1700143920906076,0,1.3810388039063175,0,0.46153846153846156,0,0
74,415,0,1,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,0.16997880991924863,0,0.7438967236163777,0,0.17578125,0,0
140,510,0,1,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,0.17000827445738656,0,0.8514443661590158,0,0.17578125,0,0
202,510,0,0,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,0.17000259942812582,0,0.6213989553605084,0,0.46153846153846156,0,0
54,415,1,0,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,0.17000607164541592,0,1.1333439203853686,0,1.0,1,-100
131,510,0,0,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,0.17000195554396713,0,0.9330332704823309,0,0.46153846153846156,0,0
126,510,0,0,0,122.4,88,20.81,143.8,111,12.22,157.0,106,7.07,11.5,3,3.11,1,0.170002450780165,0,0.7795681803706771,0,0.46153846153846156,0,0
95,415,0,1,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,0.1698851136641408,0,0.15480110518148443,0,0.17578125,0,0
92,408,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0.17000860300443388,0,0.6316625559132144,0,0.17578125,0,0
128,415,0,0,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,0.17002222072587705,0,0.5818737510285648,0,0.46153846153846156,0,0
86,510,0,0,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0.1700104745790025,0,0.42850730292462275,0,0.46153846153846156,0,0
16,510,0,0,0,144.8,84,24.62,164.9,141,14.02,231.5,75,10.42,8.2,4,2.21,2,0.17001588288101652,0,0.625458943458166,0,0.46153846153846156,0,0
131,415,0,1,34,156.6,134,26.62,71.0,95,6.04,261.7,120,11.78,13.4,10,3.62,1,0.16997637443330568,0,0.5983722440869665,0,0.17578125,0,0
76,408,0,0,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,0.16996709196928586,0,1.0133988648996548,0,0.46153846153846156,0,0
94,415,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0.16998535291556155,0,1.4779708618571177,0,0.46153846153846156,0,0
111,510,0,0,0,197.1,117,33.51,227.8,128,19.36,214.0,101,9.63,9.3,11,2.51,0,0.17000659530211557,0,0.9209850007009018,0,0.46153846153846156,0,0
131,415,0,0,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,0.17000662893274185,0,0.7843686252549898,0,0.46153846153846156,0,0
96,415,0,1,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,0.16998505714631884,0,1.5610617237248599,0,0.17578125,0,0
157,510,0,0,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,0.16997805586857245,0,0.9589898185541209,0,0.46153846153846156,0,0
127,408,0,0,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,3,2.51,1,0.1699851900608853,0,0.9907070267920223,0,0.46153846153846156,0,0
138,510,0,0,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,0.17002252405979115,0,0.8323390716436566,0,0.46153846153846156,0,0
224,510,1,0,0,171.5,99,29.16,160.0,103,13.6,212.4,102,9.56,5.0,2,1.35,1,0.17001924086059123,0,0.807400781507462,1,1.0,1,60
97,415,0,0,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,0.16997805586857245,0,0.6025517315321111,0,0.46153846153846156,0,0
82,415,0,1,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,0.17002252405979115,0,0.7361439123662128,0,0.17578125,0,0
30,408,0,0,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0.1699731124191556,0,0.7330456555324704,0,0.46153846153846156,0,0
124,510,0,1,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,0.1699646423919112,0,0.6962982160597814,0,0.17578125,0,0
107,510,0,1,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,0.16998511725192067,0,1.2793988986670783,0,0.17578125,0,0
68,408,0,0,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,0.16997188663475424,0,0.5134407553353361,0,0.46153846153846156,0,0
73,415,0,0,0,198.3,94,33.71,279.3,101,23.74,146.2,87,6.58,14.8,8,4.0,3,0.1699863849528516,0,1.3562683810956846,0,0.46153846153846156,0,0
136,415,0,1,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,0.1700016721475949,0,0.559383867044994,0,0.17578125,0,0
165,415,0,0,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,0.16999662991671083,0,3.8103100348559895,0,0.46153846153846156,0,0
81,408,0,0,0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,0.16996570603453465,1,0.754734117433359,0,0.46153846153846156,0,0
90,415,0,0,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,0.17001708054132175,0,0.3212190283229918,0,0.46153846153846156,0,0
89,408,0,0,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0.1699556226985176,0,0.6196243637001931,0,0.46153846153846156,0,0
68,415,0,0,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,0.17000129082225376,0,1.0828945529099296,0,0.46153846153846156,0,0
39,408,0,0,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,0.170004966065221,0,0.48745056896134287,0,0.46153846153846156,0,0
92,415,0,0,0,154.0,122,26.18,329.8,88,28.03,288.0,117,12.96,5.6,2,1.51,3,0.16998896175573017,0,0.5347036561230513,1,0.46153846153846156,0,-400
138,510,1,0,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,0.1699709494928903,0,0.8441977539692784,1,1.0,1,60
103,415,0,0,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,0.1700166238476651,0,1.1076390826404778,0,0.46153846153846156,0,0
120,510,0,0,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0.17001156883456564,0,1.6592938819798013,0,0.46153846153846156,0,0
180,510,0,0,0,139.0,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,0.16998777066398102,0,0.8137696856155963,0,0.46153846153846156,0,0
101,415,0,1,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,0.1699727546484394,0,1.1519189471945377,0,0.17578125,0,0
117,415,0,0,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,0.16997672230201574,0,1.1412582669153808,0,0.46153846153846156,0,0
